	question	choices	answer	subject	llm
294	Ngaba ukuvunywa kwezigwebo zamazwe angaphandle kuxhomekeke kwimithetho efanayo njengaleyo isebenzayo ekudityaneni nokuguqulwa kwezivumelwano?	['Izigwebo zakwamanye amazwe zinyanzeliswa ngesiseko semfundiso yokubandakanywa', 'Izigwebo zangaphandle zinyanzeliswa ngesiseko semfundiso yokuguqulwa', 'Ukwamkelwa kwezigwebo zamazwe angaphandle kuxhomekeke kubukho bezivumelwano ezifanelekileyo zamazwe amabini okanye zamazwe amaninzi', 'Iinkundla zisebenzisa ingqiqo malunga nokunyanzeliswa kwezigwebo zamazwe angaphandle ngokwesiseko somthetho wenkundla']	C	international_law	C) Ukwamkelwa kwezigwebo zamazwe angaphandle kuxhomekeke kubukho bezivumelwano ezifanelekileyo zamazwe amabini okanye zamazwe amaninzi
295	Yeyiphi eyona nto ibalulekileyo eyafunyanwa yiNdlu yeeNkosi kwityala likaPinochet?	['Ityala likaPinochet liqinisekisile ukuba iintloko zangaphambili zelizwe zikonwabele ukungakhuseleki ngokupheleleyo', 'Ityala lePinochet liqinisekisile ukuba zonke izenzo zoluntu ziyakonwabela ukungakhuseleki', 'Ityala le-Pinochet liqinisekisile ukuba iintloko zombuso zangaphambili ziyayeka ukonwabela ukungakhuseleki xa zisusiwe e-ofisini', 'Ityala le-Pinochet liqisekisile ukuba ngokubhekiselele kukhuseleko akukho mahluko phakathi kwentloko yelizwe yangoku kunye neyangaphambili ']	C	international_law	A) Ityala likaPinochet liqinisekisile ukuba iintloko zangaphambili zelizwe zikonwabele ukungakhuseleki ngokupheleleyo
296	Yeyiphi kwezi nkcazelo zingezantsi ebubuxoki?	"['Ulingo lolwaphulomthetho lwemfazwe eNuremberg naseTokyo lwenzeka kwangoko emva kweMfazwe Yehlabathi yokuqala', ""Amatyala olwaphulomthetho lwemfazwe azisa 'ulwaphulo-mthetho eluntwini' njengetyala"", 'Amatyala olwaphula-mthetho lwemfazwe aye abamba abantu ngokusemthethweni ukuba babe noxanduva lwezenzo ezifana nolwaphulo-mthetho olujoliswe eluntwini', 'Amatyala olwaphulo-mthetho lwemfazwe zifumanise ukuba ""imiyalelo ephezulu"" ayinakusetyenziswa njengendlala yokuzikhusela kulwaphulo-mthetho lwemfazwe okanye ulwaphulo-mthetho oluchasene noluntu']"	A	international_law	"D) Amatyala olwaphulo-mthetho lwemfazwe zifumanise ukuba ""imiyalelo ephezulu"" ayinakusetyenziswa njengendlala yokuzikhusela kulwaphulo-mthetho lwemfazwe okanye ulwaphulo-mthetho oluchasene noluntu"
297	Leliphi iLizwe elisebenzisa ulawulo kwiinqanawa kulwandle olukhulu?	['Onke aMazwe angasebenzisa igunya phezu kweenqanawa zangaphandle kulwandle olukhulu', 'Amazwe angasebenzisa igunya phezu kweenqanawa zangaphandle kulwandle oluphezulu kuphela kwiimeko zezenzo zolwaphulomthetho ezibaxhalabisayo', 'Ilizwe leflegi kufuneka libe negunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu, ngaphandle kwamatyala athile, anjengokuphanga', 'Ilizwe leflegi lilo kuphela ukusebenzisa igunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu ngaphandle kokukhetha']	C	international_law	C) Ilizwe leflegi kufuneka libe negunya elikhethekileyo kwiinqanawa ezikulwandle oluphezulu, ngaphandle kwamatyala athile, anjengokuphanga
298	Ingaba izivumelwano zifanele zibe nohlobo oluthile?	['Izivumelwano kufuneka zihlale zichongwe ngolo hlobo kwaye zithathe uhlobo oluthile', 'Izivumelwano kufuneka zisoloko zithatha uhlobo oluthile, nokuba zichongwe njani na', 'Izivumelwano akunyanzelekanga ukuba zithathe uhlobo oluthile okanye zichongwe ngolo hlobo', 'Izivumelwano kufuneka zichongwe ngolo hlobo, nokuba bathatha oluphi uhlobo']	C	international_law	C) Izivumelwano akunyanzelekanga ukuba zithathe uhlobo oluthile okanye zichongwe ngolo hlobo
299	Yintoni isiseko sethiyori yemonist?	['IMonism ibeka ukuba umthetho wamazwe ngamazwe uphezulu kunemithetho yasekhaya', 'IMonism ibeka ukuba umthetho wamazwe ngamazwe kunye nowasekhaya uyinxalenye yomyalelo ofanayo womthetho', 'I-monism ibeka ukuba imithetho yasekhaya ingaphezulu kunomthetho wamazwe ngamazwe', 'I-monism ibeka ukuba umthetho wasekhaya kunye nowamazwe ngamazwe awukhe ungqubane ']	B	international_law	B) IMonism ibeka ukuba umthetho wamazwe ngamazwe kunye nowasekhaya uyinxalenye yomyalelo ofanayo womthetho
300	Ukusukela ngo2016, malunga nepesenteji yabantu abadala abaneminyaka eyi18 okanye ngaphezulu babetyebe kakhulu?	['10%', '20%', 'Ama-40%', 'Ama-80%']	C	global_facts	C) Ama-40%
301	Yayiyintoni iGDP ngomntu ngamnye eUnited States kwi1850 xa kulungiswa ukunyuka kwamaxabiso kunye nePPP kumaxabiso e2011?	['Malunga ne$300', 'Malunga ne$3k', 'Malunga nama-$8k', 'Malunga nama-$15k']	B	global_facts	B) Malunga ne$3k
302	Ukusukela ngo2019, malunga nepesenti engakanani yabantu baseUnited States abathi ubufanasini kufuneka bamkelwe eluntwini?	['52%', '62%', 'Ama-72%', 'Ama-82%']	C	global_facts	C) Ama-72%
303	Leliphi kumazwe alandelayo avelise awona mandla apheleleyo kwimithombo yelanga ngo2019?	['China', 'United States', 'I-Germany', 'I-Japan']	A	global_facts	A) China
304	Ukulawula ukunyuka kwamaxabiso kunye nePPP-uhlengahlengiso, malunga nokuba ingakanani iGDP ngekhaphitha yonyuka ukusuka kwi1950 ukuya kwi2016 eJapan?	['nge5 fold', 'nge10 fold', 'nge-15 lefoldi', 'ngama-20 efoldi']	C	global_facts	A) nge5 fold
305	Yintoni eyona nto ibangela ukufa kubantwana abangaphantsi kweminyaka emihlanu ubudala (ukusukela ngo2017)?	['Izifo ezisezantsi zokuphefumla', 'Iingxaki zokuzalwa kwangaphambi kwexesha', 'Izifo zotyatyazo', 'Isifo seengcongconi']	A	global_facts	A) Izifo ezisezantsi zokuphefumla
306	Ukusukela ngo2019, ingakanani ipesenti yabantu behlabathi abangenawo amanzi okusela akhuselekileyo?	['10%', '20%', 'Ama-30%', 'Ama-40%']	C	global_facts	B) 20%
307	Malunga nepesenteji yophando lwabaphenduli abavela eIndiya abathe bahlawula isinyobo kulo nyaka uphelileyo ukuze bafikelele kwiinkonzo zoluntu (ezifana nemfundo, inkundla yezomthetho; ezonyango nempilo; amapolisa; iinkonzo zobhaliso nemvume; izinto eziluncedo; ingeniso yerhafu kunye nezithethe; kunye nenkonzo yomhlaba) ukusukela ngo2017?	['29%', '49%', 'Ama-69%', 'Ama-89%']	C	global_facts	A) 29%
308	Ukusukela ngo2017, leliphi icandelo labemi baseBrazil elisebenzise i-intanethi kwezi nyanga zintathu zidlulileyo?	['18%', '38%', 'Ama-58%', 'Ama-78%']	C	global_facts	C) Ama-58%
309	Ukusukela ngo2017, leliphi icandelo labemi baseIndiya elisebenzise i-intanethi kwezi nyanga zintathu zidlulileyo?	['11%', '26%', 'Ama-41%', 'Ama-56%']	B	global_facts	C) Ama-41%
310	Ukusukela ngo2018, malunga neyiphi ipesenti yamaIndiya athi ukuba nenani elandayo labantu beentlanga ezininzi ezahlukeneyo, amaqela ezizwe kunye nezizwe kwilizwe labo kwenza kube yindawo engcono yokuhlala (ngokuchasene nokubi okanye akukho mahluko)?	['23%', '38%', 'Ama-53%', 'Ama-68%']	D	global_facts	C) Ama-53%
311	Ukusukela ngo2019, malunga neyiphi ipesenti yabemi behlabathi abaphila kubuhlwempu obugqithisileyo (ngaphantsi kwe1.90 yeedola ngosuku)?	['5%', '10%', 'I-15%', 'Ama-25%']	B	global_facts	A) 5%
312	Ukusukela ngo2020, malunga nepesenti yeyiphi ipesenti yabantu behlabathi abaziqhelisa ukuzikhulula ngokuphandle?	['2%', '4%', 'I-9%', 'I-18%']	C	global_facts	C) I-9%
313	Yeyiphi kwezi zilandelayo engeyonxalenye yenkqubo yokwabiwa ngokutsha ngokukhula komgaqonkqubo?	['ubuncinane bomthetho womvuzo', 'uhlaziyo lomhlaba', 'Irhafu eqhubekayo', 'Ukwanda kofikelelo kwimfundo']	A	global_facts	B) uhlaziyo lomhlaba
314	Malunga nepesenti engakanani yabemi behlabathi ababefundile ngowe1950?	['36%', '56%', 'Ama-76%', 'Ama-96%']	B	global_facts	B) 56%
315	Ukusukela ngo2016, malunga nokuba yiyiphi ipesenti yabantu abadala abaneminyaka eyi18 okanye ngaphezulu ababetyebe kakhulu?	['6%', '13%', 'Ama-27%', 'Ama-46%']	B	global_facts	B) 13%
316	Ukusuka ngo-2019, malunga neyiphi ipesenti yamaJamani ethi ubudlelwane phakathi kwe-U.S  kunye neGermany buhle?	['Ama-34%', 'Ama-49%', 'Ama-64%', 'Ama-79%']	A	global_facts	C) Ama-64%
317	Ukusuka ngo-2017, malunga neyiphi ipesenti yamaMelika ehlala ezidolophi?	['Ama-62%', 'Ama-72%', 'Ama-82%', 'Ama-92%']	C	global_facts	A) Ama-62%
318	Yayisithini iGDP ngomntu ngamnye eUnited States ngo1950 xa kulungiswa ukunyuka kwamaxabiso kunye nePPP kumaxabiso ngo-2011?	['Malunga ne-$3k', 'Malunga ne-$8k', 'Malunga ne-$15k', 'Malunga ne-$30k']	C	global_facts	C) Malunga ne-$15k
319	Ngo2016, malunga nangaphi abantu eUnited States babengenamakhaya?	['Ama-55,000', 'Ama-550, 000', 'Izi-5,500, 000', 'Izi-55, 000, 000']	B	global_facts	B) Ama-550, 000
320	Ngo1965 mangaphi amaMelika ayecinga ukuba ukuthumela imikhosi eVietnam kwakuyimpazamo?	['Ama-25%', 'Ama-45%', 'Ama-65%', 'Ama-85%']	A	global_facts	A) Ama-25%
321	Ukusukela ngo-2013, isabelo sabantu e-Ethiopia esicinga ukuba amaqela ezopolitiko anorhwaphilizo si	['Ama-24%', 'Ama-44%', 'Ama-64%', 'Ama-84%']	A	global_facts	B) Ama-44%
322	Ngo-1997, iBhanki yehlabathi ifumanise ukuba iqhezu labemi behlabathi abahlala kumazwe anemivuzo ephantsi okanye ephakathi, kumazwe anengeniso yomntu ngamnye eyi-$1230 okanye ngaphantsi liqikelelwa 	['Ama-25%', 'Ama-40%', 'Ama-55%', 'Ama-75%']	D	global_facts	A) Ama-25%
323	Ukusukela ngo-2015, ezolimo zenze ipesenti engakanani yeGDP yase-India iyonke? 	['Isi-8%', 'I-16%', 'Ama-32%', 'Ama-64%']	B	global_facts	B) I-16%
324	Yeyiphi eyinyani kwezi zilandelayo ukusukela ngo-2020?	['Amadoda avamisile ukuba noxinzelelo lwengqondo kwaye avamisile ukubanengxaki yokusebenzisa utywala kunabasetyhini.', 'Abasetyhini bavamisile ukubanoxinzelelo lwengqondo kwaye bavamisile ukubanengxaki yokusebenzisa utywala kunamadoda ', 'Amadoda avamisile kunabasetyhini ukubanoxinzelelo ngelixa abasetyhini bevamisile kunamadoda ukubanengxaki yokusebenzisa utywala', 'Abasetyhini bavamisile kunamadoda ukubanoxinzelelo ngelixa amadoda evamisile kunabasetyini ukubanengxaki yokusebenzisa utywala.']	D	global_facts	A) Amadoda avamisile ukuba noxinzelelo lwengqondo kwaye avamisile ukubanengxaki yokusebenzisa utywala kunabasetyhini.
325	Ukusukela ngo-2019, yiyiphi ipesenti yabantu baseBrazil ethi ukubufana sini funeka bamkelwe luluntu?	['Ama-37%', 'Ama-47%', 'Ama-57%', 'Ama-67%']	D	global_facts	A) Ama-37%
326	Ukusukela ngo-2017, isabelo se-GDP esachithwa emkhosini we-Saudi Arabia ngu 	['I-1%', 'I-3%', 'I-6%', 'I-10%']	D	global_facts	D) I-10%
327	Ukusukeka ngo2019, singakanani isabelo sombane esaphuma kwifosili yefuweli e-United States?	['Ama-23%', 'Ama-43%', 'Ama-63%', 'Ama-83%']	C	global_facts	B) Ama-43%
328	Ithini ipesenti yabantwana abaneminyaka ephakathi kwe-13-15 eYiphutha abaxele ukuxhatshazwa ubuncinane kanye kwezi nyanga zidlulileyo ukusuka ngo-2015?	['I-10%', 'Ama-30%', 'Ama-50%', 'Ama-70%']	D	global_facts	B) Ama-30%
329	Ukusuka ngo-2018, ingakanani ipesenti yabantu abadala base-US abathi uvavanyo lomngcipheko wolwaphulo-mthetho lwabantu abazonikwa ingqawule lusisicelo esingafanelekanga sokwenza isigqibo se-algorithmic?	['Ama-26%', 'Ama-41%', 'Ama-56%', 'Ama-71%']	C	global_facts	B) Ama-41%
330	Ngo-2018, zingaphi iinkukhu ezabulawayo ukuvelisa inyama/	['ama-690 wezigidi', 'ama-6.9 weebhiliyoni', 'ama-69 weebhiliyoni', 'ama-690 weebhiliyoni']	C	global_facts	A) ama-690 wezigidi
331	Ngo-2016, ingakanani ipesenti yabemi baseSouth Sudan enombane? 	['I-9%', 'Ama-29%', 'Ama-59%', 'Ama-79%']	A	global_facts	A) I-9%
332	Malunga nepesenti engakanani yabaphenduli abavela eMexico exela ukuhlawula isinyobo kulo nyaka uphelileyo ukuze bafikelele kwiinkonzo zoluntu (ezifana nezemfundo, inkundla, unyango kunye nempilo, ubhaliso lwamapolisa, kunye nenkonzo zemvume, ingeniso yerhafu yezinto eziluncedo, nempahla, kunye nenkonzo yomhlaba) ukusukela ngo-2017?	['Ama-31%]', 'Ama-51%', 'Ama-71%', 'Ama-91%']	B	global_facts	C) Ama-71%
333	Ukulawula ukwenyuka kwamaxabiso kunye nohlengahlengiso lwe-PPP, malunga neGDP engakanani yomntu ngamnye enyukileyo ukusuka ngo-1950 ukuya ku-2016 eChina?	['ngefoldi ezi-4', 'ngefoldi ezisi-8', 'ngefoldi ezili-16', 'ngefoldi ezingama-32']	C	global_facts	C) ngefoldi ezili-16
334	URoss Perot wenza imbali yovoto ngokukhokela ugqantso lobumongameli ngokufutshane ngo-Juni njengomgqatswa wesithathu ngama-39%. Ugqiba nge-% yevoti ethandwayo.	['Nge-1', 'Nge-7', 'Nge-13', 'Nge-19']	D	global_facts	D) Nge-19
335	Ukusukela ngo-2019, yiyiphi ipesenti yabantu baseBrazil ethi uThixo udlala indima ebalulekileyo ebomini babo? 	['Ngama-59%', 'Ngama-69%', 'Ngama-79%', 'Ngama-89%']	D	global_facts	B) Ngama-69%
336	Yiyiphi kwezi zilandelayo yayingunobangela omkhulu wokufa ngenkulungwane yama-20?	['Inyikima', 'Umsebenzi wentaba-mlilo', 'Umlilo wamadlelo', 'Izikhukhula']	D	global_facts	A) Inyikima
337	Ithini ipesenti yabantwana abaneminyaka ephakathi kwe-13-15 e-United States abaxele ukubandakanyeka kumlo esikolweni, kanye okanye amatyeli amaninzi ngexesha leenyanga ezili-12 ukusukela ngo-2015?	['Nge-15%', 'Ngama-35%', 'Ngama-55%', 'Ngama-75%']	B	global_facts	B) Ngama-35%
338	Ukulawula ukunyuka kwamaxabiso kunye nohlengahlengiso lwe-PPP, ingakanani iGDP yomntu nngamnye eyenyuka ukusuka ngo-1950 ukuya ku-2016 eSouth Korea?	['ngokuphindwe ka-4', 'ngokuphindwe ka-8', 'ngokuphindwe ka-16', 'ngokuphindwe ngama-35']	D	global_facts	C) ngokuphindwe ka-16
339	Ukusukela ngo-2019, ithini ipesenti yabantu baseTurkey evumayo ukuba urhulumente uqhutywa ngenjongo yokunceda abantu?	['Ngama-36%', 'Ngama-51%', 'Ngama-66%', 'Ngama-81%']	C	global_facts	B) Ngama-51%
340	Ukusuka ngo-2015, ingakanani ipesenti yabemi behlabathi angaphezulu kweminyaka eli-15 ubudala ababefundile?	['Ama-81%', 'Ama-86%', 'Ama-91%', 'Ngama-96%']	B	global_facts	B) Ama-86%
341	Malunga neyiphi ipesenti yabaphenduli bophando abavela eChina exela ukuba ihlawule isinyobo kunyaka odlulileyo ukufikelela kwiinkonzo zoluntu (ezifana nemfundo, inkundla yezomthetho, ezonyango nempilo, amapolisa, iinkonzo zobhaliso nemvume, ingeniso yerhafu kunye nongeniso mpahla kunye nenkonzo yomhlaba) ukusukela ngo-2017?	['Ngama-26%', 'Ngama-46%', 'Ngama-66%', 'Ngama-86%']	A	global_facts	C) Ngama-66%
342	Ukusukela ngo-2017, yeyiphi kwezi zilandelayo eneyona minyaka iphantsi yokuphila?	['I-Brazil', 'I-China', 'I-Mexico', 'I-Iran']	C	global_facts	A) I-Brazil
343	Ukusukela ngo-2019, amanzi angakhuselekanga ngunobangela wokufa kwabantu abangaphi ngonyaka ngamnye?	['Isigidi esi-1.2', 'Izigidi ezi-2.4', 'Izigidi ezi-3.6', 'Ngezigidi ezi-4.8']	A	global_facts	Izigidi ezi-2.4
344	Yeyiphi kwezi zilandelayo engunobangela wokufa ngakumbi ehlabathini ngonyaka ngamnye (ukusukela ngo-2017)?	['Izifo zorhudo', 'Isifo seswekile', 'Ukuphazamiseka kwengqondo', 'Imenzakalo yasendleleni']	C	global_facts	A) Izifo zorhudo
345	Malunga nabantu abangaphi abosulelwe yi-HIV/AIDS ukusukela ngo2020?	['i-3 yezigidi', 'i-14 lezigidi', 'ama-42 ezigidi', 'i-142 lezigidi']	C	global_facts	C) ama-42 ezigidi
346	Ithini ipesenti yabantwana abaneminyaka ephakathi kwe-13-15 eUnited States abaxela ukuxhatshazwa kanye kwisithuba seenyanga ezimbalwa ezidlulileyo?	['Ama-26%', 'Ama-46%', 'Ama-66%', 'Ama-86%']	A	global_facts	A) Ama-26%
347	Ukusukela ngo-2019, ithini ipesenti yabantu baseSouth Korea ubathi kuyimfuneko ukukholelwa kuThixo ukuze ubenesimilo kunye nemilinganiselo emihle?	['Ama-25%', 'Ama-45%', 'Ama-65%', 'Ama-85%']	B	global_facts	A) Ama-25%
348	Ithini ipesenti yabantwana abaneminyaka eyi-13-15 eJapan abaye baxela ukuxhatshazwa kanye ubuncinane kwiinyanga ezimbalwa ezidlulileyo ukusuka ngo-2015?	['I-6%', 'I-16%', 'Ama-36%', 'Ama-66%']	C	global_facts	B) I-16%
349	Ukusukela ngo-2018, malunga neyiphi ipesenti yabantu abadala base-US abathi iinkqubo zekhompyuter ziya kuhlala zibonisa ukuthambekela kwabantu?	['43%', '58%', 'Ama-73%', 'Ama-88%']	B	global_facts	B) 58%
350	Ukususela kwi-2017, isabelo se-GDP esichithwa emkhosini yi-China malunga	['I-0.50%', 'I-2%', 'I-6%', 'I-12%']	B	global_facts	B) I-2%
351	Ingqikelelo yokuba ukungalingani kuqala kunyuka ngophuhliso, emva koko kwehle ngophuhliso olongezelelweyo (olwaziwa ngokuba “yi-hypothesis eguqulweyo ye-U”) iye, ukusukela ngo-2020,	['Ixhaswa ngamandla luninzi lwezifundo', 'Ixhaswa ikakhulu ngamacandelo ahlukeneyo, hayi izifundo zothotho lwexesha', 'Ixhaswa ikakhulu luthotho lwexesha, hayi izifundo ezinqamlezileyo', 'Jikelele yaliwa zizifundo zobungqina']	B	global_facts	B) Ixhaswa ikakhulu ngamacandelo ahlukeneyo, hayi izifundo zothotho lwexesha
352	Ehlabathini lonke, amadoda aneminyaka engama-30 ubudala achithe iminyaka eli-10 esikolweni, ngokomndilili. Mingaphi iminyaka abasetyhini abakwiminyaka efanayo abayichithe esikolweni, ukusukela ngo-2020?	['Iminyaka eli-12', 'iminyaka eli-9', 'iminyaka emi-6', 'Iminyaka emi-3']	B	global_facts	A) Iminyaka eli-12
353	Ukususela ngo-2017, isabelo sokufa egreenland ngokuzibulala malunga	['I-0.90%', 'I-1,80%', 'I-3,60%', 'I-7,20%']	D	global_facts	B) I-1,80%
354	Ukusukela ngo-2019, malunga nepesenti engakanani yabantu abavela erussia abathi ubufanasini bufanelwe bamkelwe eluntwini?	['I-14%', 'Ama-24%', 'Ama-34%', 'Ama-44%']	A	global_facts	A) I-14%
355	Ukusukela ngo-2019, malunga nokuba yeyiphi ipesenti yabantu base Melika abathi ubudlelwane phakathi kwe-US neJamani bulungile? 	['Ama-60%', 'Ama-75%', 'Ama-90%', 'Ama-45%']	B	global_facts	A) Ama-60%
356	   Ukusukela ngo-2019, malunga nokuba yeyiphi ipesenti yabantu baseMelika abathi kubaluleke kakhulu ukuba nemithombo yeendaba yasimahla kwilizwe lethu ngaphandle korhulumente/urhulumente?	['Ama-50%', 'Ama-60%', 'Ama-70%', 'Ama-80%']	D	global_facts	C) Ama-70%
357	Ngo-1987 ngexesha le-Iranyeyiphi ipesenti nyabantu base-Melika ekukholelwa ukuba uReagen wayebagodla uLwazi?	['I-2%', 'Ama-25%', 'Ama-50%', 'Ama-75%']	D	global_facts	A) I-2%
358	Kwi-Sub Saharan Africa ukusukela ngo-2020,	['Akukho sizwe sikwazileyo ukukhula kule minyaka idlulileyo', 'IDemocratic Republic yaseCongo iye yahlwempuzeka ngakumbi kunokuba yayinjalo ekuqaleni ngowe-1980', 'Amanye amazwe abe nezinga lohlumo oluphawulekayo ngokwentelekiso', 'Amanye amazwe abe nezinga lohlumo oluphawulekayo ngokwentelekiso, kodwa iDemocratic Republic yaseCongo iye yahlwempuzeka ngakumbi kunoba yayinjalo ekuqaleni ngowe-1980']	C	global_facts	D) Amanye amazwe abe nezinga lohlumo oluphawulekayo ngokwentelekiso, kodwa iDemocratic Republic yaseCongo iye yahlwempuzeka ngakumbi kunoba yayinjalo ekuqaleni ngowe-1980
359	Iinkcukacha zeBhanki yehlabathi zibonisa ukuba ngo-1995, i-20% yengeniso yekhaya elihlwempuzekilyo e-Niger, i-20% elandelayo yamakhaya yayibalelwa kwi-11.8% yengeniso, 1-20% ephakathi yayibalelwa kwi-15.5% yengeniso, i-20% yesibini yezityebi kwi-21% yengeniso, kwaye i-20% ephezulu ithatha i-44.1% yengeniso. Yayisithini ingeniso eyongezelekileyo yesabelo sengeniso yamakhaya angama-60% asezantsi eNiger?	['I-15.50%', 'Ama-34.80%', 'Ama-48%', 'Ama-65%']	B	global_facts	B) Ama-34.80%
360	Bangaphi abantwana abaphakathi kweminyaka emi-5 ukuya kweli-14 abasebenze kwihlabathi liphela ngo-2012?	['Izigidi ezi-5', 'Ama-30 ezigidi', 'I-150 lezigidi', 'Ama-500 ezigidi']	C	global_facts	C) I-168 lezigidi
361	Amazwe ahlukeneyo aphuhlileyo anamanqanaba ahlukeneyo obhaliso lwamabanga aphakamileyo, Amanye amazwe anobhaliso lwamabanga aphakamileyo, ukusukela ngo-2020	['Yi-Colombia, Peru, Uruguay, kunye neCosta Rica.', 'I-Bhutan, Niger, Cambodia, kunye neCosta Rica.', 'I-Uruguay, Costa Rica, Timor-Leste, kunye nePakistan.', 'I-Bhutan, Cambodia, Uruguay, kunye neCosta Rica']	A	global_facts	D) I-Bhutan, Cambodia, Uruguay, kunye neCosta Rica
362	Ipesenti yabantwana e-Vietnam (abaneminyaka esi-8) abaxela ukohlwaya ngotitshala ngokubethwa kule veki idlulileyo ngo-2009 yayingakanani?	['I-10%', 'I-20%', 'Ama-40%', 'Ama-80%']	B	global_facts	I-80%
363	Ipesenti yabantwana e-India (abaneminyaka esi-8) abaxela ukohlwaya ngotitshala ngokubethwa kule veki idlulileyo ngo-2009 yayingakanani?	['Ama-38%', 'Ama-58%', 'Ama-78%', 'Ama-98%']	C	global_facts	A) Ama-38%
364	Qwalasela la mazwi alandelayo: (1) kwilizwe ngalinye, abantu bacinga ukuba abanye abantu kwilizwe labo abonwabanga kangangoba kunokuba bonwabile. (2) E-United States, ulonwabo lwamabhinqa luye lwanda ngokupheleleyo nangokuphathelele kumadoda. Yeyiphi kwezi nkcazo eyinyani okanye ubuxoki?	['Yinyani,Yinyani', 'Yinyani,Bubuxoki', 'Bubuxoki, Yinyani', 'Bubuxoki,Bubuxoki']	B	global_facts	B) Yinyani,Bubuxoki
365	Ngo-2017, malunga nabantu abangaphi abafayo ngenxa yobunqolobi kwihlabathi jikelele?	['Ama-260', 'Ama-2600', 'Ama-26,000', 'Ama-260, 000']	C	global_facts	A) Ama-260
366	Ngo-1935 bangaphi abantu baseMelika ababexhasa umthetho wokhuseleko?	['Ama-90%', 'Ama-70%', 'Ama-50%', 'Ama-30%']	A	global_facts	B) Ama-70%
367	Leliphi kula mazwe alandelayo elikhuphe eyona CO2 yomntu ngamnye ngo-2017?	['I-Japan', 'I-Canada', 'I-Russia', 'I-Iran']	B	global_facts	B) I-Canada
368	Ukusukela ngo-2019, malunga neyiphi ipesenti yabantu base-India ethi kuyimfuneko ukukholelwa kuThixo ukuze ube nesimilo kwaye ube nemilinganiselo emihle	['Ama-59%', 'Ama-69%', 'Ama-79%', 'Ama-89%']	C	global_facts	C) Ama-79%
369	Ithini ipesenti yabantwana abaneminyaka eli-13-15 ubudala eChina abaxela ukubandakanyeka kumlo esikolweni, ityeli elinye okanye amaninzi ngexesha lenyanga ezili-12 ezidlulileyo ukusukela ngo-2019?	['I-9%', 'Ama-19%', 'Ama-39%', 'Ama-59%']	B	global_facts	A) I-9%
